Country/Region,Region,Year,CO2 Emissions,Energy Usage,GDP,Internet Usage,Mobile Phone Usage,Tourism Inbound,Tourism Outbound
Ghana,Africa,12/1/2006,9289,9062,$20B,3%,24%,$1B,$1B
Cote d'Ivoire,Africa,12/1/2006,6997,9537,$17B,2%,23%,$0B,$1B
Central African Republic,Africa,12/1/2006,227,,$1B,0%,3%,$0B,$0B
Sudan,Africa,12/1/2006,11503,15917,$35B,,12%,$0B,$1B
Mauritania,Africa,12/1/2006,1676,,$3B,1%,33%,,
Madagascar,Africa,12/1/2006,1683,,$6B,1%,6%,$0B,$0B
Equatorial Guinea,Africa,12/1/2006,4752,1503,$8B,1%,19%,,
Togo,Africa,12/1/2006,1221,2368,$2B,2%,13%,$0B,$0B
Kenya,Africa,12/1/2006,9575,16896,$23B,8%,20%,$1B,$0B
Rwanda,Africa,12/1/2006,528,,$3B,,3%,$0B,$0B
Ethiopia,Africa,12/1/2006,5420,29705,$15B,0%,1%,$1B,$0B
Sao Tome and Principe,Africa,12/1/2006,84,44,$0B,14%,12%,$0B,$0B
South Sudan,Africa,12/1/2006,,,,,,,
Congo (Brazzaville),Africa,12/1/2006,1338,1154,$8B,2%,25%,$0B,$0B
Comoros,Africa,12/1/2006,121,42,$0B,2%,6%,$0B,$0B
Senegal,Africa,12/1/2006,4789,2798,$9B,6%,26%,$0B,$0B
Cameroon,Africa,12/1/2006,3828,6723,$18B,2%,17%,$0B,$1B
Guinea-Bissau,Africa,12/1/2006,216,90,$1B,2%,11%,$0B,$0B
Guinea,Africa,12/1/2006,1181,,$3B,1%,,,$0B
Liberia,Africa,12/1/2006,759,,$1B,,8%,$0B,$0B
Benin,Africa,12/1/2006,3876,2949,$5B,2%,13%,$0B,$0B
Eritrea,Africa,12/1/2006,561,697,$1B,,1%,$0B,
Sierra Leone,Africa,12/1/2006,733,,$2B,0%,,$0B,$0B
Nigeria,Africa,12/1/2006,98514,107005,$145B,6%,23%,$0B,$4B
Malawi,Africa,12/1/2006,953,,$3B,0%,5%,$0B,$0B
Tanzania,Africa,12/1/2006,5959,17809,$14B,1%,14%,$1B,$1B
Mozambique,Africa,12/1/2006,1980,8742,$7B,1%,11%,$0B,$0B
Zambia,Africa,12/1/2006,2226,7396,$11B,4%,14%,$0B,$0B
Burundi,Africa,12/1/2006,187,,$1B,1%,3%,$0B,$0B
Burkina Faso,Africa,12/1/2006,1360,,$6B,1%,7%,$0B,$0B
"Gambia, The",Africa,12/1/2006,337,114,$1B,5%,27%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2006,2417,20715,$14B,0%,8%,$0B,$0B
Uganda,Africa,12/1/2006,2655,,$10B,3%,7%,$0B,$0B
Somalia,Africa,12/1/2006,576,,,1%,6%,,
Mali,Africa,12/1/2006,568,,$6B,1%,12%,$0B,$0B
Chad,Africa,12/1/2006,407,,$7B,1%,5%,,
Angola,Africa,12/1/2006,22266,10006,$42B,2%,18%,$0B,$0B
Niger,Africa,12/1/2006,807,,$4B,0%,4%,$0B,$0B
Mauritius,Africa,12/1/2007,3887,1194,$8B,20%,76%,$2B,$0B
Tunisia,Africa,12/1/2007,23869,9039,$39B,17%,76%,$3B,$1B
Seychelles,Africa,12/1/2007,653,205,$1B,38%,87%,$0B,$0B
Morocco,Africa,12/1/2007,50267,14457,$75B,22%,65%,$8B,$1B
South Africa,Africa,12/1/2007,443648,136604,$286B,8%,85%,$10B,$6B
Algeria,Africa,12/1/2007,112339,36793,$135B,10%,79%,$0B,$1B
Libya,Africa,12/1/2007,54209,17525,$72B,5%,78%,$0B,$1B
Egypt,Africa,12/1/2007,192382,71189,$130B,16%,41%,$10B,$3B
Botswana,Africa,12/1/2007,4701,2033,$11B,5%,60%,$1B,$0B
Lesotho,Africa,12/1/2007,7,19,$2B,3%,25%,$0B,$0B
Namibia,Africa,12/1/2007,2409,1345,$9B,5%,39%,$1B,$0B
Djibouti,Africa,12/1/2007,488,143,$1B,2%,9%,$0B,$0B
Swaziland,Africa,12/1/2007,1063,423,$3B,4%,34%,$0B,$0B
Zimbabwe,Africa,12/1/2007,10213,9438,$5B,11%,10%,$0B,
Ghana,Africa,12/1/2007,9578,9064,$25B,4%,34%,$1B,$1B
Gabon,Africa,12/1/2007,2332,1832,$12B,6%,81%,,
Central African Republic,Africa,12/1/2007,235,,$2B,0%,8%,$0B,$0B
Cote d'Ivoire,Africa,12/1/2007,6883,10233,$20B,2%,42%,$0B,$1B
Sudan,Africa,12/1/2007,12541,15294,$45B,9%,20%,$0B,$1B
Mauritania,Africa,12/1/2007,1914,,$3B,1%,43%,,
Ethiopia,Africa,12/1/2007,5915,30536,$19B,0%,2%,$1B,$0B
Madagascar,Africa,12/1/2007,1815,,$7B,1%,11%,$1B,$0B
Equatorial Guinea,Africa,12/1/2007,4796,1759,$10B,2%,24%,,
Togo,Africa,12/1/2007,1316,2458,$3B,2%,20%,$0B,$0B
Kenya,Africa,12/1/2007,9831,17230,$27B,8%,30%,$2B,$0B
Rwanda,Africa,12/1/2007,557,,$4B,2%,6%,$0B,$0B
Sao Tome and Principe,Africa,12/1/2007,84,44,$0B,15%,18%,$0B,$0B
South Sudan,Africa,12/1/2007,,,,,,,
Guinea,Africa,12/1/2007,1210,,$4B,1%,20%,$0B,$0B
Congo (Brazzaville),Africa,12/1/2007,1437,1209,$8B,3%,34%,$0B,$0B
Liberia,Africa,12/1/2007,678,,$1B,1%,16%,$0B,$0B
Benin,Africa,12/1/2007,4499,3206,$6B,2%,24%,$0B,$0B
Comoros,Africa,12/1/2007,121,41,$0B,3%,10%,$0B,$0B
Senegal,Africa,12/1/2007,5335,3000,$11B,8%,31%,$1B,$0B
Sierra Leone,Africa,12/1/2007,634,,$2B,0%,14%,$0B,$0B
Cameroon,Africa,12/1/2007,5834,6340,$20B,3%,24%,$0B,$0B
Guinea-Bissau,Africa,12/1/2007,231,95,$1B,2%,20%,$0B,$0B
Eritrea,Africa,12/1/2007,579,721,$1B,0%,2%,$0B,
Nigeria,Africa,12/1/2007,95210,107683,$166B,7%,27%,$0B,$7B
Malawi,Africa,12/1/2007,953,,$4B,1%,8%,$0B,$0B
Tanzania,Africa,12/1/2007,6150,18306,$17B,2%,20%,$1B,$1B
Mozambique,Africa,12/1/2007,2391,9144,$8B,1%,14%,$0B,$0B
Zambia,Africa,12/1/2007,1654,7399,$12B,5%,22%,$0B,$0B
Burundi,Africa,12/1/2007,191,,$1B,1%,3%,$0B,$0B
Burkina Faso,Africa,12/1/2007,1646,,$7B,1%,13%,$0B,$0B
"Gambia, The",Africa,12/1/2007,396,133,$1B,6%,52%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2007,2604,21459,$16B,0%,12%,$0B,$0B
Somalia,Africa,12/1/2007,605,,,1%,7%,,
Uganda,Africa,12/1/2007,3128,,$12B,4%,14%,$0B,$0B
Angola,Africa,12/1/2007,25152,10697,$60B,3%,28%,$0B,$0B
Mali,Africa,12/1/2007,579,,$7B,1%,20%,$0B,$0B
Chad,Africa,12/1/2007,462,,$9B,1%,9%,,
Niger,Africa,12/1/2007,821,,$4B,0%,6%,$0B,$0B
Mauritius,Africa,12/1/2008,3953,,$10B,22%,85%,$2B,$0B
Seychelles,Africa,12/1/2008,708,,$1B,40%,104%,$0B,$0B
Tunisia,Africa,12/1/2008,25013,9427,$45B,28%,83%,$4B,$1B
Morocco,Africa,12/1/2008,49934,14933,$89B,33%,74%,$9B,$2B
South Africa,Africa,12/1/2008,465023,146768,$273B,8%,90%,$9B,$7B
Libya,Africa,12/1/2008,60392,17738,$93B,9%,126%,$0B,$1B
Egypt,Africa,12/1/2008,196797,72050,$163B,18%,55%,$12B,$3B
Algeria,Africa,12/1/2008,114619,37425,$171B,10%,76%,$0B,$1B
Botswana,Africa,12/1/2008,4980,2151,$11B,6%,77%,$0B,$0B
Lesotho,Africa,12/1/2008,18,,$2B,4%,30%,$0B,$0B
Namibia,Africa,12/1/2008,3579,1455,$8B,5%,50%,$0B,$0B
Djibouti,Africa,12/1/2008,524,,$1B,2%,14%,$0B,$0B
Swaziland,Africa,12/1/2008,1093,,$3B,7%,46%,$0B,$0B
Zimbabwe,Africa,12/1/2008,8148,8678,$4B,11%,13%,$0B,
Ghana,Africa,12/1/2008,8529,8958,$29B,4%,50%,$1B,$1B
Gabon,Africa,12/1/2008,1566,1880,$16B,6%,88%,,
Central African Republic,Africa,12/1/2008,235,,$2B,1%,14%,$0B,$0B
Cote d'Ivoire,Africa,12/1/2008,6872,10278,$23B,2%,57%,$0B,$1B
Ethiopia,Africa,12/1/2008,6370,31482,$27B,1%,2%,$1B,$0B
Mauritania,Africa,12/1/2008,2021,,$4B,2%,61%,,
Sudan,Africa,12/1/2008,12589,15539,$54B,,29%,$0B,$1B
Madagascar,Africa,12/1/2008,1944,,$9B,2%,24%,$1B,$0B
Equatorial Guinea,Africa,12/1/2008,4503,,$15B,2%,27%,,
Sao Tome and Principe,Africa,12/1/2008,84,,$0B,16%,30%,$0B,$0B
South Sudan,Africa,12/1/2008,,,$16B,,,,
Togo,Africa,12/1/2008,1456,2563,$3B,2%,26%,$0B,$0B
Kenya,Africa,12/1/2008,10242,17806,$30B,9%,42%,$1B,$0B
Liberia,Africa,12/1/2008,576,,$1B,1%,23%,$0B,$0B
Comoros,Africa,12/1/2008,125,,$1B,3%,14%,$0B,$0B
Rwanda,Africa,12/1/2008,543,,$5B,5%,13%,$0B,$0B
Cameroon,Africa,12/1/2008,5545,6395,$24B,3%,31%,$0B,$1B
Guinea-Bissau,Africa,12/1/2008,227,,$1B,2%,33%,$0B,$0B
Guinea,Africa,12/1/2008,1214,,$5B,1%,27%,$0B,$0B
Congo (Brazzaville),Africa,12/1/2008,1474,1260,$12B,4%,47%,,
Benin,Africa,12/1/2008,4492,3278,$7B,2%,40%,$0B,$0B
Eritrea,Africa,12/1/2008,414,677,$1B,1%,2%,$0B,
Senegal,Africa,12/1/2008,5442,3036,$13B,11%,44%,$1B,$0B
Sierra Leone,Africa,12/1/2008,664,,$3B,0%,18%,$0B,$0B
Tanzania,Africa,12/1/2008,6538,18921,$21B,2%,31%,$1B,$1B
Mozambique,Africa,12/1/2008,2340,9264,$10B,2%,19%,$0B,$0B
Nigeria,Africa,12/1/2008,92621,111225,$208B,16%,42%,$1B,$11B
Malawi,Africa,12/1/2008,1155,,$4B,1%,11%,$0B,$0B
Zambia,Africa,12/1/2008,1845,7641,$15B,6%,28%,$0B,$0B
Burkina Faso,Africa,12/1/2008,1698,,$8B,1%,21%,$0B,$0B
"Gambia, The",Africa,12/1/2008,411,,$1B,7%,74%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2008,2820,22246,$19B,0%,17%,$0B,$0B
Burundi,Africa,12/1/2008,249,,$2B,1%,6%,$0B,$0B
Somalia,Africa,12/1/2008,609,,,1%,7%,,
Uganda,Africa,12/1/2008,3161,,$14B,8%,27%,$1B,$0B
Chad,Africa,12/1/2008,510,,$10B,1%,15%,,
Angola,Africa,12/1/2008,26597,11584,$84B,5%,37%,$0B,$0B
Mali,Africa,12/1/2008,594,,$9B,2%,26%,$0B,$0B
Niger,Africa,12/1/2008,917,,$5B,1%,13%,$0B,$0B
Mauritius,Africa,12/1/2009,3865,,$9B,23%,89%,$1B,$0B
Seychelles,Africa,12/1/2009,755,,$1B,,122%,$0B,$0B
Tunisia,Africa,12/1/2009,24807,9193,$43B,34%,93%,$4B,$0B
Morocco,Africa,12/1/2009,49541,15054,$91B,41%,81%,$8B,$2B
South Africa,Africa,12/1/2009,503941,142761,$284B,10%,91%,$9B,$6B
Libya,Africa,12/1/2009,67674,20286,$62B,11%,160%,$0B,$2B
Egypt,Africa,12/1/2009,197871,71465,$189B,26%,72%,$12B,$3B
Algeria,Africa,12/1/2009,124586,40823,$137B,11%,90%,$0B,$1B
Botswana,Africa,12/1/2009,4397,2023,$10B,6%,96%,$0B,$0B
Namibia,Africa,12/1/2009,3183,1497,$9B,7%,76%,$1B,$0B
Lesotho,Africa,12/1/2009,26,,$2B,4%,33%,$0B,$0B
Djibouti,Africa,12/1/2009,532,,$1B,4%,16%,$0B,$0B
Swaziland,Africa,12/1/2009,1023,,$3B,9%,57%,$0B,$0B
Zimbabwe,Africa,12/1/2009,8735,8747,$8B,11%,31%,$1B,
Ghana,Africa,12/1/2009,7444,9320,$26B,5%,64%,$1B,$1B
Gabon,Africa,12/1/2009,81,1925,$12B,7%,95%,,
Central African Republic,Africa,12/1/2009,235,,$2B,2%,20%,$0B,$0B
Ethiopia,Africa,12/1/2009,6659,32378,$32B,1%,5%,$1B,$0B
Sudan,Africa,12/1/2009,14056,16297,$53B,,36%,$0B,$1B
Cote d'Ivoire,Africa,12/1/2009,5856,9489,$23B,2%,71%,$0B,$1B
Mauritania,Africa,12/1/2009,2211,,$3B,2%,62%,,
Madagascar,Africa,12/1/2009,1822,,$9B,2%,31%,$1B,$0B
Equatorial Guinea,Africa,12/1/2009,4620,,$9B,2%,30%,,
Kenya,Africa,12/1/2009,12350,18897,$31B,10%,49%,$1B,$0B
Rwanda,Africa,12/1/2009,576,,$5B,8%,23%,$0B,$0B
Sao Tome and Principe,Africa,12/1/2009,92,,$0B,16%,47%,$0B,$0B
South Sudan,Africa,12/1/2009,,,$13B,,,,
Togo,Africa,12/1/2009,1503,2628,$3B,3%,36%,$0B,$0B
Benin,Africa,12/1/2009,4756,3439,$7B,2%,55%,$0B,$0B
Liberia,Africa,12/1/2009,528,,$1B,1%,28%,$0B,$0B
Comoros,Africa,12/1/2009,125,,$1B,4%,18%,$0B,$0B
Sierra Leone,Africa,12/1/2009,653,,$2B,0%,21%,$0B,$0B
Cameroon,Africa,12/1/2009,6674,6914,$22B,4%,40%,$0B,$0B
Guinea-Bissau,Africa,12/1/2009,235,,$1B,2%,36%,$0B,$0B
Guinea,Africa,12/1/2009,1228,,$5B,1%,33%,$0B,$0B
Congo (Brazzaville),Africa,12/1/2009,1885,1416,$10B,5%,74%,,
Eritrea,Africa,12/1/2009,513,726,$2B,1%,3%,$0B,
Senegal,Africa,12/1/2009,5849,3270,$13B,15%,55%,$0B,$0B
Mozambique,Africa,12/1/2009,2574,9554,$10B,3%,26%,$0B,$0B
Malawi,Africa,12/1/2009,1060,,$5B,1%,17%,$0B,$0B
Tanzania,Africa,12/1/2009,6447,19345,$21B,2%,40%,$1B,$1B
Nigeria,Africa,12/1/2009,71719,109255,$169B,20%,48%,$1B,$6B
Zambia,Africa,12/1/2009,2156,7842,$13B,6%,34%,$0B,$0B
Burkina Faso,Africa,12/1/2009,1665,,$8B,1%,25%,$0B,$0B
"Gambia, The",Africa,12/1/2009,436,,$1B,8%,81%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2009,2721,22925,$18B,1%,16%,$0B,$0B
Burundi,Africa,12/1/2009,180,,$2B,1%,10%,$0B,$0B
Uganda,Africa,12/1/2009,3366,,$15B,10%,29%,$1B,$0B
Somalia,Africa,12/1/2009,594,,,1%,7%,,
Angola,Africa,12/1/2009,27836,12586,$75B,6%,43%,$1B,$0B
Chad,Africa,12/1/2009,444,,$9B,2%,20%,,
Mali,Africa,12/1/2009,612,,$9B,2%,33%,$0B,$0B
Niger,Africa,12/1/2009,1085,,$5B,1%,17%,$0B,$0B
Mauritius,Africa,12/1/2010,4118,,$10B,28%,97%,$2B,$0B
Seychelles,Africa,12/1/2010,704,,$1B,41%,129%,$0B,$0B
Tunisia,Africa,12/1/2010,25878,9674,$44B,37%,105%,$3B,$1B
South Africa,Africa,12/1/2010,460124,142291,$365B,24%,98%,$10B,$8B
Morocco,Africa,12/1/2010,50608,16183,$91B,52%,101%,$8B,$2B
Libya,Africa,12/1/2010,59035,21611,$75B,14%,180%,$0B,$2B
Botswana,Africa,12/1/2010,5233,2263,$14B,6%,120%,$0B,$0B
Egypt,Africa,12/1/2010,204776,73575,$219B,31%,91%,$14B,$3B
Algeria,Africa,12/1/2010,123475,40105,$161B,13%,88%,$0B,$1B
Namibia,Africa,12/1/2010,3176,1552,$11B,12%,90%,$1B,$0B
Lesotho,Africa,12/1/2010,18,,$2B,4%,49%,$0B,$0B
Djibouti,Africa,12/1/2010,539,,$1B,7%,20%,$0B,$0B
Swaziland,Africa,12/1/2010,1023,,$4B,11%,61%,$0B,$0B
Zimbabwe,Africa,12/1/2010,9428,9000,$9B,12%,59%,$1B,
Ghana,Africa,12/1/2010,8999,10011,$32B,8%,72%,$1B,$1B
Gabon,Africa,12/1/2010,2574,1984,$15B,7%,104%,,
Central African Republic,Africa,12/1/2010,264,,$2B,2%,23%,$0B,$0B
Ethiopia,Africa,12/1/2010,6494,33250,$29B,1%,8%,$1B,$0B
Mauritania,Africa,12/1/2010,2215,,$4B,4%,77%,,
Sudan,Africa,12/1/2010,14173,16605,$66B,17%,42%,$0B,$1B
Madagascar,Africa,12/1/2010,2013,,$9B,2%,37%,$1B,$0B
Sao Tome and Principe,Africa,12/1/2010,99,,$0B,19%,58%,$0B,$0B
Cote d'Ivoire,Africa,12/1/2010,5805,9800,$23B,2%,82%,$0B,$1B
Equatorial Guinea,Africa,12/1/2010,4679,,$12B,6%,57%,,
South Sudan,Africa,12/1/2010,,,$16B,,,,
Togo,Africa,12/1/2010,1540,2692,$3B,3%,41%,$0B,$0B
Kenya,Africa,12/1/2010,12427,19719,$32B,14%,61%,$2B,$0B
Liberia,Africa,12/1/2010,799,,$1B,2%,40%,$0B,$0B
Comoros,Africa,12/1/2010,139,,$1B,5%,24%,$0B,$0B
Rwanda,Africa,12/1/2010,594,,$6B,8%,33%,$0B,$0B
Sierra Leone,Africa,12/1/2010,689,,$3B,1%,35%,$0B,$0B
Guinea,Africa,12/1/2010,1236,,$5B,1%,37%,$0B,$0B
Benin,Africa,12/1/2010,5189,3653,$7B,3%,74%,$0B,$0B
Eritrea,Africa,12/1/2010,513,745,$2B,1%,3%,,
Guinea-Bissau,Africa,12/1/2010,238,,$1B,3%,43%,$0B,$0B
Cameroon,Africa,12/1/2010,7235,6944,$22B,4%,42%,$0B,$0B
Congo (Brazzaville),Africa,12/1/2010,2028,1511,$12B,5%,90%,,
Senegal,Africa,12/1/2010,7059,3426,$13B,16%,64%,$0B,$0B
Mozambique,Africa,12/1/2010,2882,9875,$9B,4%,30%,$0B,$0B
Malawi,Africa,12/1/2010,1239,,$5B,2%,21%,$0B,$0B
Tanzania,Africa,12/1/2010,6846,20043,$23B,3%,47%,$1B,$1B
Nigeria,Africa,12/1/2010,78910,115138,$369B,24%,55%,$1B,$8B
Zambia,Africa,12/1/2010,2428,8054,$16B,10%,41%,$0B,$0B
Burkina Faso,Africa,12/1/2010,1683,,$9B,2%,37%,$0B,$0B
"Gambia, The",Africa,12/1/2010,473,,$1B,9%,88%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2010,3040,23766,$21B,1%,19%,$0B,$0B
Burundi,Africa,12/1/2010,308,,$2B,1%,18%,$0B,$0B
Somalia,Africa,12/1/2010,609,,,,7%,,
Uganda,Africa,12/1/2010,3784,,$16B,13%,38%,$1B,$0B
Angola,Africa,12/1/2010,30418,13378,$82B,10%,48%,$1B,$0B
Chad,Africa,12/1/2010,469,,$11B,2%,25%,,
Mali,Africa,12/1/2010,623,,$9B,2%,53%,$0B,$0B
Niger,Africa,12/1/2010,1412,,$6B,1%,23%,$0B,
Mauritius,Africa,12/1/2011,,,$11B,35%,105%,$2B,$0B
Seychelles,Africa,12/1/2011,,,$1B,43%,138%,$0B,$0B
Tunisia,Africa,12/1/2011,,9504,$46B,39%,115%,$3B,$1B
South Africa,Africa,12/1/2011,,141372,$404B,34%,123%,$11B,$8B
Morocco,Africa,12/1/2011,,17283,$99B,46%,114%,$9B,$2B
Libya,Africa,12/1/2011,,13342,$35B,14%,164%,,
Botswana,Africa,12/1/2011,,2215,$15B,8%,146%,$0B,$0B
Egypt,Africa,12/1/2011,,77649,$236B,40%,105%,$9B,$3B
Algeria,Africa,12/1/2011,,41852,$199B,14%,94%,$0B,$1B
Namibia,Africa,12/1/2011,,1589,$12B,12%,99%,$1B,$0B
Lesotho,Africa,12/1/2011,,,$2B,4%,61%,$0B,$0B
Djibouti,Africa,12/1/2011,,,$1B,7%,23%,$0B,$0B
Swaziland,Africa,12/1/2011,,,$4B,18%,63%,,
Zimbabwe,Africa,12/1/2011,,9312,$11B,16%,69%,$1B,
Ghana,Africa,12/1/2011,,10550,$40B,14%,85%,$1B,$1B
Gabon,Africa,12/1/2011,,1997,$19B,8%,149%,,
Sudan,Africa,12/1/2011,,16622,$67B,17%,69%,$0B,$1B
Ethiopia,Africa,12/1/2011,,34064,$31B,1%,16%,$2B,$0B
Central African Republic,Africa,12/1/2011,,,$2B,2%,22%,,
Mauritania,Africa,12/1/2011,,,$4B,5%,90%,,
Madagascar,Africa,12/1/2011,,,$10B,2%,40%,,
Equatorial Guinea,Africa,12/1/2011,,,$16B,12%,67%,,
Comoros,Africa,12/1/2011,,,$1B,6%,31%,$0B,$0B
Kenya,Africa,12/1/2011,,20179,$34B,28%,67%,$2B,$0B
Rwanda,Africa,12/1/2011,,,$6B,7%,40%,$0B,$0B
Sao Tome and Principe,Africa,12/1/2011,,,$0B,20%,63%,$0B,$0B
Cote d'Ivoire,Africa,12/1/2011,,11233,$24B,2%,89%,,
South Sudan,Africa,12/1/2011,,,$21B,,17%,,
Togo,Africa,12/1/2011,,2764,$4B,4%,42%,,
Benin,Africa,12/1/2011,,3761,$7B,4%,79%,$0B,
Liberia,Africa,12/1/2011,,,$2B,3%,50%,$0B,$0B
Sierra Leone,Africa,12/1/2011,,,$3B,1%,36%,$0B,$0B
Guinea-Bissau,Africa,12/1/2011,,,$1B,3%,45%,,
Cameroon,Africa,12/1/2011,,6720,$25B,5%,50%,$0B,$1B
Guinea,Africa,12/1/2011,,,$5B,1%,44%,$0B,$0B
Congo (Brazzaville),Africa,12/1/2011,,1659,$14B,6%,92%,,
Eritrea,Africa,12/1/2011,,765,$3B,1%,4%,,
Senegal,Africa,12/1/2011,,3515,$14B,18%,70%,,
Mozambique,Africa,12/1/2011,,10202,$13B,4%,32%,$0B,$0B
Malawi,Africa,12/1/2011,,,$6B,3%,26%,$0B,$0B
Tanzania,Africa,12/1/2011,,20747,$24B,4%,55%,$1B,$1B
Nigeria,Africa,12/1/2011,,118325,$412B,28%,58%,$1B,$10B
Burkina Faso,Africa,12/1/2011,,,$10B,3%,48%,,
Zambia,Africa,12/1/2011,,8462,$19B,12%,60%,$0B,$0B
"Gambia, The",Africa,12/1/2011,,,$1B,11%,81%,$0B,$0B
Congo (Kinshasa),Africa,12/1/2011,,24497,$24B,1%,25%,$0B,$0B
Uganda,Africa,12/1/2011,,,$15B,13%,48%,$1B,$1B
Burundi,Africa,12/1/2011,,,$2B,1%,20%,$0B,$0B
Somalia,Africa,12/1/2011,,,,1%,18%,,
Angola,Africa,12/1/2011,,13576,$104B,15%,53%,$1B,$0B
Chad,Africa,12/1/2011,,,$12B,2%,30%,,
Mali,Africa,12/1/2011,,,$11B,2%,75%,$0B,$0B
Niger,Africa,12/1/2011,,,$6B,1%,29%,$0B,
Mauritius,Africa,12/1/2012,,,$11B,35%,120%,$2B,$0B
Seychelles,Africa,12/1/2012,,,$1B,47%,148%,$0B,$0B
Tunisia,Africa,12/1/2012,,,$45B,41%,118%,$3B,$1B
South Africa,Africa,12/1/2012,,,$382B,41%,131%,$11B,$7B
Libya,Africa,12/1/2012,,,$82B,,156%,,$3B
Morocco,Africa,12/1/2012,,,$96B,55%,120%,$8B,$2B
Botswana,Africa,12/1/2012,,,$15B,12%,154%,$0B,$0B
Egypt,Africa,12/1/2012,,,$263B,44%,120%,$11B,$3B
Algeria,Africa,12/1/2012,,,$204B,15%,98%,$0B,$1B
Namibia,Africa,12/1/2012,,,$13B,13%,95%,,
Lesotho,Africa,12/1/2012,,,$2B,5%,75%,$0B,$0B
Djibouti,Africa,12/1/2012,,,$1B,8%,25%,$0B,$0B
Swaziland,Africa,12/1/2012,,,$4B,21%,65%,,
Ghana,Africa,12/1/2012,,,$42B,12%,101%,$1B,$1B
Zimbabwe,Africa,12/1/2012,,,$12B,17%,92%,$1B,
Gabon,Africa,12/1/2012,,,$18B,9%,180%,,
Central African Republic,Africa,12/1/2012,,,$2B,3%,25%,,
Mauritania,Africa,12/1/2012,,,$4B,5%,106%,,
Sudan,Africa,12/1/2012,,,$63B,21%,74%,$1B,$1B
Ethiopia,Africa,12/1/2012,,,$43B,2%,22%,$2B,$0B
Madagascar,Africa,12/1/2012,,,$10B,2%,39%,,
Sao Tome and Principe,Africa,12/1/2012,,,$0B,22%,65%,$0B,$0B
Equatorial Guinea,Africa,12/1/2012,,,$16B,14%,68%,,
Liberia,Africa,12/1/2012,,,$2B,4%,57%,,
Comoros,Africa,12/1/2012,,,$1B,6%,40%,,
Kenya,Africa,12/1/2012,,,$40B,32%,71%,$2B,$0B
Rwanda,Africa,12/1/2012,,,$7B,8%,50%,$0B,$0B
Sierra Leone,Africa,12/1/2012,,,$4B,1%,37%,$0B,$0B
Cote d'Ivoire,Africa,12/1/2012,,,$25B,2%,91%,,
South Sudan,Africa,12/1/2012,,,$11B,,21%,,
Guinea,Africa,12/1/2012,,,$6B,2%,49%,$0B,$0B
Togo,Africa,12/1/2012,,,$4B,4%,50%,,
Benin,Africa,12/1/2012,,,$8B,5%,84%,$0B,
Eritrea,Africa,12/1/2012,,,$3B,1%,5%,,
Guinea-Bissau,Africa,12/1/2012,,,$1B,3%,63%,,
Cameroon,Africa,12/1/2012,,,$26B,6%,60%,$0B,$1B
Congo (Brazzaville),Africa,12/1/2012,,,$14B,6%,99%,,
Senegal,Africa,12/1/2012,,,$14B,19%,84%,,
Mozambique,Africa,12/1/2012,,,$14B,5%,35%,$0B,$0B
Malawi,Africa,12/1/2012,,,$4B,4%,29%,$0B,$0B
Tanzania,Africa,12/1/2012,,,$28B,4%,57%,$2B,$1B
Burkina Faso,Africa,12/1/2012,,,$11B,4%,61%,,
Nigeria,Africa,12/1/2012,,,$463B,33%,67%,$1B,$9B
Congo (Kinshasa),Africa,12/1/2012,,,$27B,2%,31%,$0B,$0B
Zambia,Africa,12/1/2012,,,$21B,14%,75%,$0B,$0B
"Gambia, The",Africa,12/1/2012,,,$1B,12%,85%,$0B,$0B
Somalia,Africa,12/1/2012,,,,1%,23%,,
Uganda,Africa,12/1/2012,,,$20B,15%,45%,$1B,$1B
Angola,Africa,12/1/2012,,,$115B,17%,61%,$1B,$0B
Burundi,Africa,12/1/2012,,,$2B,1%,23%,$0B,$0B
Chad,Africa,12/1/2012,,,$13B,2%,35%,,
Mali,Africa,12/1/2012,,,$10B,2%,98%,,
Niger,Africa,12/1/2012,,,$7B,1%,31%,,
Macao SAR,Asia,12/1/2005,1837,,$12B,35%,114%,$8B,$1B
Hong Kong SAR,Asia,12/1/2005,40546,12664,$182B,57%,124%,$14B,$13B
Japan,Asia,12/1/2005,1238181,520541,"$4,570B",67%,76%,$16B,$48B
South Korea,Asia,12/1/2005,462918,210176,$898B,74%,82%,$8B,$17B
Singapore,Asia,12/1/2005,30359,21947,$127B,61%,98%,$6B,$10B
China,Asia,12/1/2005,5790017,1775677,"$2,260B",9%,30%,$32B,$25B
Thailand,Asia,12/1/2005,256169,99166,$176B,15%,47%,$12B,$5B
Georgia,Asia,12/1/2005,5068,2841,$6B,6%,26%,$0B,$0B
Armenia,Asia,12/1/2005,4360,2512,$5B,5%,11%,$0B,$0B
North Korea,Asia,12/1/2005,83014,21331,,,,,
Azerbaijan,Asia,12/1/2005,34338,13427,$13B,8%,26%,$0B,$0B
Vietnam,Asia,12/1/2005,97942,41455,$58B,13%,11%,$2B,$1B
Kazakhstan,Asia,12/1/2005,176947,50805,$57B,3%,36%,$1B,$1B
