Country/Region,Region,Year,Business Tax Rate,Days to Start Business,Ease of Business,Hours to do Tax,Lending Interest
Uzbekistan,Asia,12/1/2005,97%,29,0,196,0
Brunei,Asia,12/1/2005,0%,0,0,0,0.055
Kyrgyzstan,Asia,12/1/2005,68%,21,0,202,0.266
Indonesia,Asia,12/1/2005,38%,151,0,560,0.141
Maldives,Asia,12/1/2005,9%,9,0,0,0.13
Turkmenistan,Asia,12/1/2005,0%,0,0,0,0
India,Asia,12/1/2005,67%,71,0,264,0.108
Bhutan,Asia,12/1/2005,41%,62,0,274,0.14
Bangladesh,Asia,12/1/2005,35%,50,0,400,0.14
Cambodia,Asia,12/1/2005,22%,86,0,137,0
Philippines,Asia,12/1/2005,47%,47,0,195,0.102
Laos,Asia,12/1/2005,35%,153,0,672,0.268
Pakistan,Asia,12/1/2005,43%,24,0,560,0.091
Nepal,Asia,12/1/2005,33%,31,0,408,0.081
Tajikistan,Asia,12/1/2005,80%,80,0,224,0.233
Timor-Leste,Asia,12/1/2005,48%,167,0,640,0.167
Afghanistan,Asia,12/1/2005,36%,9,0,275,0
Macao SAR,Asia,12/1/2006,0%,0,0,0,0.088
South Korea,Asia,12/1/2006,31%,17,0,290,0.06
Japan,Asia,12/1/2006,53%,22,0,350,0.017
Singapore,Asia,12/1/2006,24%,6,0,80,0.053
Hong Kong SAR,Asia,12/1/2006,24%,11,0,80,0.078
Thailand,Asia,12/1/2006,37%,33,0,264,0.074
China,Asia,12/1/2006,81%,35,0,832,0.061
Georgia,Asia,12/1/2006,39%,16,0,387,0.171
Armenia,Asia,12/1/2006,37%,17,0,580,0.165
North Korea,Asia,12/1/2006,0%,0,0,0,0
Vietnam,Asia,12/1/2006,40%,50,0,"1,050",0.112
Azerbaijan,Asia,12/1/2006,42%,51,0,"1,000",0.179
Malaysia,Asia,12/1/2006,36%,37,0,190,0.065
Myanmar,Asia,12/1/2006,0%,0,0,0,0.161
Sri Lanka,Asia,12/1/2006,60%,48,0,256,0.129
Brunei,Asia,12/1/2006,37%,116,0,144,0.055
Kazakhstan,Asia,12/1/2006,44%,21,0,271,0
Mongolia,Asia,12/1/2006,40%,13,0,204,0.269
Uzbekistan,Asia,12/1/2006,112%,29,0,196,0
Indonesia,Asia,12/1/2006,38%,97,0,576,0.16
Maldives,Asia,12/1/2006,9%,9,0,0,0.13
Turkmenistan,Asia,12/1/2006,0%,0,0,0,0
Bhutan,Asia,12/1/2006,41%,62,0,274,0.14
India,Asia,12/1/2006,74%,35,0,264,0.112
Kyrgyzstan,Asia,12/1/2006,67%,21,0,202,0.232
Bangladesh,Asia,12/1/2006,35%,50,0,400,0.153
Cambodia,Asia,12/1/2006,22%,86,0,137,0
Nepal,Asia,12/1/2006,33%,31,0,408,0.08
Philippines,Asia,12/1/2006,48%,47,0,195,0.098
Pakistan,Asia,12/1/2006,42%,24,0,560,0.11
Laos,Asia,12/1/2006,35%,123,0,672,0.3
Tajikistan,Asia,12/1/2006,80%,80,0,224,0.144
Timor-Leste,Asia,12/1/2006,48%,167,0,640,0.165
Afghanistan,Asia,12/1/2006,36%,9,0,275,0.18
Macao SAR,Asia,12/1/2007,0%,0,0,0,0.078
Japan,Asia,12/1/2007,53%,22,0,350,0.019
South Korea,Asia,12/1/2007,30%,17,0,290,0.066
Singapore,Asia,12/1/2007,23%,5,0,80,0.053
Hong Kong SAR,Asia,12/1/2007,24%,11,0,80,0.068
Thailand,Asia,12/1/2007,37%,33,0,264,0.071
China,Asia,12/1/2007,81%,35,0,832,0.075
Georgia,Asia,12/1/2007,39%,11,0,387,0.171
Armenia,Asia,12/1/2007,39%,17,0,581,0.175
North Korea,Asia,12/1/2007,0%,0,0,0,0
Vietnam,Asia,12/1/2007,40%,39,0,"1,050",0.112
Azerbaijan,Asia,12/1/2007,41%,36,0,952,0.191
Malaysia,Asia,12/1/2007,36%,31,0,166,0.064
Brunei,Asia,12/1/2007,37%,116,0,144,0.055
Myanmar,Asia,12/1/2007,0%,0,0,0,0.17
Sri Lanka,Asia,12/1/2007,62%,40,0,256,0.171
Kazakhstan,Asia,12/1/2007,41%,21,0,271,0
Indonesia,Asia,12/1/2007,38%,105,0,266,0.139
Turkmenistan,Asia,12/1/2007,0%,0,0,0,0
Mongolia,Asia,12/1/2007,40%,13,0,204,0.218
India,Asia,12/1/2007,73%,33,0,271,0.13
Bhutan,Asia,12/1/2007,41%,48,0,274,0.14
Bangladesh,Asia,12/1/2007,37%,74,0,400,0.16
Maldives,Asia,12/1/2007,9%,9,0,0,0.13
Uzbekistan,Asia,12/1/2007,90%,15,0,196,0
Kyrgyzstan,Asia,12/1/2007,61%,21,0,202,0.253
Philippines,Asia,12/1/2007,49%,47,0,195,0.087
Nepal,Asia,12/1/2007,33%,31,0,408,0.08
Cambodia,Asia,12/1/2007,22%,86,0,137,0
Pakistan,Asia,12/1/2007,40%,24,0,560,0.118
Laos,Asia,12/1/2007,35%,93,0,672,0.285
Tajikistan,Asia,12/1/2007,80%,62,0,224,0.227
Timor-Leste,Asia,12/1/2007,48%,158,0,640,0.15
Afghanistan,Asia,12/1/2007,36%,9,0,275,0.181
Macao SAR,Asia,12/1/2008,0%,0,0,0,0.054
South Korea,Asia,12/1/2008,33%,17,0,250,0.072
Japan,Asia,12/1/2008,55%,22,0,355,0.019
Singapore,Asia,12/1/2008,28%,4,0,84,0.054
Hong Kong SAR,Asia,12/1/2008,24%,11,0,80,0.05
Thailand,Asia,12/1/2008,38%,33,0,264,0.07
China,Asia,12/1/2008,80%,41,0,464,0.053
Georgia,Asia,12/1/2008,39%,3,0,387,0.18
Armenia,Asia,12/1/2008,39%,17,0,581,0.17
North Korea,Asia,12/1/2008,0%,0,0,0,0
Azerbaijan,Asia,12/1/2008,41%,10,0,376,0.198
Vietnam,Asia,12/1/2008,40%,39,0,"1,050",0.158
Myanmar,Asia,12/1/2008,0%,0,0,0,0.17
Malaysia,Asia,12/1/2008,35%,20,0,145,0.061
Brunei,Asia,12/1/2008,37%,116,0,144,0.055
Sri Lanka,Asia,12/1/2008,62%,40,0,256,0.189
Bhutan,Asia,12/1/2008,41%,46,0,274,0.138
Indonesia,Asia,12/1/2008,38%,77,0,266,0.136
Turkmenistan,Asia,12/1/2008,0%,0,0,0,0
Mongolia,Asia,12/1/2008,34%,13,0,204,0.206
India,Asia,12/1/2008,70%,30,0,271,0.133
Bangladesh,Asia,12/1/2008,36%,73,0,302,0.164
Maldives,Asia,12/1/2008,9%,9,0,0,0.13
Kazakhstan,Asia,12/1/2008,42%,21,0,271,0
Uzbekistan,Asia,12/1/2008,90%,15,0,205,0
Kyrgyzstan,Asia,12/1/2008,61%,15,0,202,0.199
Nepal,Asia,12/1/2008,34%,31,0,408,0.08
Philippines,Asia,12/1/2008,47%,41,0,195,0.088
Cambodia,Asia,12/1/2008,22%,102,0,137,0
Pakistan,Asia,12/1/2008,29%,24,0,560,0.129
Laos,Asia,12/1/2008,33%,93,0,560,0.24
Tajikistan,Asia,12/1/2008,83%,62,0,224,0.237
Timor-Leste,Asia,12/1/2008,33%,157,0,640,0.131
Afghanistan,Asia,12/1/2008,36%,9,0,275,0.149
Macao SAR,Asia,12/1/2009,0%,0,0,0,0.053
South Korea,Asia,12/1/2009,31%,14,0,250,0.056
Japan,Asia,12/1/2009,55%,22,0,355,0.017
Singapore,Asia,12/1/2009,28%,3,0,84,0.054
Thailand,Asia,12/1/2009,37%,32,0,264,0.06
China,Asia,12/1/2009,64%,38,0,464,0.053
Hong Kong SAR,Asia,12/1/2009,23%,6,0,80,0.05
North Korea,Asia,12/1/2009,0%,0,0,0,0
Georgia,Asia,12/1/2009,15%,3,0,387,0.179
Armenia,Asia,12/1/2009,39%,14,0,581,0.188
Azerbaijan,Asia,12/1/2009,41%,10,0,376,0.2
Vietnam,Asia,12/1/2009,40%,39,0,"1,050",0.101
Brunei,Asia,12/1/2009,30%,116,0,144,0.055
Myanmar,Asia,12/1/2009,0%,0,0,0,0.17
Malaysia,Asia,12/1/2009,34%,18,0,145,0.051
Sri Lanka,Asia,12/1/2009,62%,40,0,256,0.157
Indonesia,Asia,12/1/2009,38%,63,0,266,0.145
Bhutan,Asia,12/1/2009,41%,46,0,274,0.138
Bangladesh,Asia,12/1/2009,35%,43,0,302,0.146
Turkmenistan,Asia,12/1/2009,0%,0,0,0,0
India,Asia,12/1/2009,66%,30,0,271,0.122
Kazakhstan,Asia,12/1/2009,35%,20,0,271,0
Maldives,Asia,12/1/2009,9%,9,0,0,0.13
Mongolia,Asia,12/1/2009,24%,13,0,192,0.217
Uzbekistan,Asia,12/1/2009,95%,15,0,205,0
Nepal,Asia,12/1/2009,33%,31,0,338,0.08
Philippines,Asia,12/1/2009,47%,42,0,195,0.086
Kyrgyzstan,Asia,12/1/2009,59%,11,0,202,0.23
Cambodia,Asia,12/1/2009,22%,102,0,173,0
Pakistan,Asia,12/1/2009,31%,21,0,560,0.145
Laos,Asia,12/1/2009,32%,93,0,362,0.248
Tajikistan,Asia,12/1/2009,84%,38,0,224,0.226
Timor-Leste,Asia,12/1/2009,11%,157,0,276,0.112
Afghanistan,Asia,12/1/2009,36%,7,0,275,0.15
Macao SAR,Asia,12/1/2010,0%,0,0,0,0.053
South Korea,Asia,12/1/2010,29%,14,0,250,0.055
Singapore,Asia,12/1/2010,25%,3,0,84,0.054
Japan,Asia,12/1/2010,48%,22,0,355,0.016
Thailand,Asia,12/1/2010,37%,32,0,264,0.059
China,Asia,12/1/2010,64%,38,0,358,0.058
Hong Kong SAR,Asia,12/1/2010,23%,6,0,80,0.05
North Korea,Asia,12/1/2010,0%,0,0,0,0
Georgia,Asia,12/1/2010,15%,3,0,387,0.158
Armenia,Asia,12/1/2010,39%,14,0,581,0.192
Vietnam,Asia,12/1/2010,33%,38,0,941,0.131
Brunei,Asia,12/1/2010,17%,105,0,144,0.055
Myanmar,Asia,12/1/2010,0%,0,0,0,0.17
Azerbaijan,Asia,12/1/2010,41%,8,0,306,0.207
Sri Lanka,Asia,12/1/2010,97%,37,0,256,0.102
Malaysia,Asia,12/1/2010,34%,17,0,145,0.05
Indonesia,Asia,12/1/2010,32%,50,0,266,0.133
India,Asia,12/1/2010,65%,29,0,258,0.083
Bhutan,Asia,12/1/2010,41%,46,0,274,0.14
Bangladesh,Asia,12/1/2010,35%,19,0,302,0.13
Turkmenistan,Asia,12/1/2010,0%,0,0,0,0
Maldives,Asia,12/1/2010,9%,9,0,0,0.104
Mongolia,Asia,12/1/2010,24%,13,0,192,0.201
Kazakhstan,Asia,12/1/2010,29%,19,0,271,0
Uzbekistan,Asia,12/1/2010,96%,15,0,205,0
Nepal,Asia,12/1/2010,32%,31,0,338,0.08
Philippines,Asia,12/1/2010,44%,37,0,195,0.077
Cambodia,Asia,12/1/2010,21%,102,0,173,0
Pakistan,Asia,12/1/2010,31%,21,0,560,0.14
Kyrgyzstan,Asia,12/1/2010,31%,10,0,202,0.315
Laos,Asia,12/1/2010,32%,93,0,362,0.226
Tajikistan,Asia,12/1/2010,84%,27,0,224,0.242
Timor-Leste,Asia,12/1/2010,11%,110,0,276,0.11
Afghanistan,Asia,12/1/2010,36%,7,0,275,0.157
Japan,Asia,12/1/2011,48%,22,0,330,0.015
South Korea,Asia,12/1/2011,29%,6,0,225,0.058
Macao SAR,Asia,12/1/2011,0%,0,0,0,0.053
Singapore,Asia,12/1/2011,27%,3,0,84,0.054
Thailand,Asia,12/1/2011,37%,29,0,264,0.069
China,Asia,12/1/2011,64%,38,0,358,0.066
North Korea,Asia,12/1/2011,0%,0,0,0,0
Georgia,Asia,12/1/2011,17%,2,0,387,0.15
Armenia,Asia,12/1/2011,39%,8,0,500,0.178
Hong Kong SAR,Asia,12/1/2011,23%,3,0,80,0.05
Vietnam,Asia,12/1/2011,40%,38,0,941,0.17
Brunei,Asia,12/1/2011,17%,101,0,96,0.055
Myanmar,Asia,12/1/2011,0%,0,0,0,0.163
Sri Lanka,Asia,12/1/2011,113%,37,0,256,0.094
Malaysia,Asia,12/1/2011,34%,6,0,133,0.049
Azerbaijan,Asia,12/1/2011,40%,8,0,225,0.19
Bhutan,Asia,12/1/2011,41%,36,0,274,0.14
Indonesia,Asia,12/1/2011,32%,48,0,266,0.124
India,Asia,12/1/2011,63%,29,0,254,0.102
Bangladesh,Asia,12/1/2011,35%,19,0,302,0.133
Turkmenistan,Asia,12/1/2011,0%,0,0,0,0
Uzbekistan,Asia,12/1/2011,98%,14,0,205,0
Nepal,Asia,12/1/2011,32%,29,0,326,0
Maldives,Asia,12/1/2011,9%,9,0,0,0.102
Mongolia,Asia,12/1/2011,25%,13,0,192,0.166
Kazakhstan,Asia,12/1/2011,29%,19,0,188,0
Philippines,Asia,12/1/2011,45%,36,0,195,0.067
Pakistan,Asia,12/1/2011,35%,21,0,560,0.144
Cambodia,Asia,12/1/2011,21%,102,0,173,0
Kyrgyzstan,Asia,12/1/2011,33%,10,0,210,0.402
Laos,Asia,12/1/2011,32%,93,0,362,0
Tajikistan,Asia,12/1/2011,85%,24,0,224,0.248
Timor-Leste,Asia,12/1/2011,11%,94,0,276,0.11
Afghanistan,Asia,12/1/2011,36%,7,0,275,0.151
Japan,Asia,12/1/2012,49%,22,23,330,0.014
Thailand,Asia,12/1/2012,37%,29,18,264,0.071
Macao SAR,Asia,12/1/2012,0%,0,0,0,0.053
South Korea,Asia,12/1/2012,29%,6,6,207,0.054
Singapore,Asia,12/1/2012,28%,3,1,82,0.054
China,Asia,12/1/2012,64%,33,99,338,0.06
Hong Kong SAR,Asia,12/1/2012,23%,3,2,78,0.05
North Korea,Asia,12/1/2012,0%,0,0,0,0
Georgia,Asia,12/1/2012,17%,2,9,280,0.148
Armenia,Asia,12/1/2012,39%,8,40,380,0.172
Vietnam,Asia,12/1/2012,34%,34,98,872,0.135
Brunei,Asia,12/1/2012,17%,101,79,96,0.055
Myanmar,Asia,12/1/2012,53%,72,182,155,0.13
Sri Lanka,Asia,12/1/2012,55%,8,83,254,0.133
Malaysia,Asia,12/1/2012,25%,6,8,133,0.048
Azerbaijan,Asia,12/1/2012,40%,8,71,214,0.183
Indonesia,Asia,12/1/2012,32%,48,116,259,0.118
Bhutan,Asia,12/1/2012,41%,36,146,274,0.14
Bangladesh,Asia,12/1/2012,35%,19,132,302,0.13
India,Asia,12/1/2012,63%,27,131,243,0.106
Uzbekistan,Asia,12/1/2012,99%,12,156,205,0
Turkmenistan,Asia,12/1/2012,0%,0,0,0,0
Nepal,Asia,12/1/2012,32%,29,103,326,0
Maldives,Asia,12/1/2012,27%,9,81,252,0.105
Mongolia,Asia,12/1/2012,25%,12,80,192,0.181
Kazakhstan,Asia,12/1/2012,29%,19,53,188,0
Philippines,Asia,12/1/2012,45%,36,133,193,0.057
Pakistan,Asia,12/1/2012,35%,21,106,560,0.135
Cambodia,Asia,12/1/2012,21%,102,135,173,0
Laos,Asia,12/1/2012,32%,92,163,362,0
Kyrgyzstan,Asia,12/1/2012,33%,10,70,210,0.128
Tajikistan,Asia,12/1/2012,85%,24,141,224,0.252
Afghanistan,Asia,12/1/2012,36%,7,170,275,0.15
Timor-Leste,Asia,12/1/2012,11%,94,167,276,0.122
Monaco,Europe,12/1/2005,0%,0,0,0,0
Faeroe Islands,Europe,12/1/2005,0%,0,0,0,0
Bosnia and Herzegovina,Europe,12/1/2005,43%,63,0,368,0.096
Germany,Europe,12/1/2005,48%,45,0,196,0
Ukraine,Europe,12/1/2005,57%,34,0,"2,085",0.162
Belarus,Europe,12/1/2005,137%,79,0,987,0.114
Lithuania,Europe,12/1/2005,51%,26,0,166,0.053
Bulgaria,Europe,12/1/2005,45%,32,0,616,0.087
Slovenia,Europe,12/1/2005,39%,60,0,260,0.078
Russia,Europe,12/1/2005,60%,29,0,448,0.107
Latvia,Europe,12/1/2005,36%,16,0,320,0.061
Romania,Europe,12/1/2005,56%,11,0,190,0.196
Hungary,Europe,12/1/2005,57%,38,0,340,0.085
Serbia,Europe,12/1/2005,36%,23,0,279,0.168
Slovakia,Europe,12/1/2005,49%,27,0,325,0.067
Poland,Europe,12/1/2005,43%,31,0,418,0.068
Croatia,Europe,12/1/2005,21%,29,0,232,0.112
Czech Republic,Europe,12/1/2005,49%,40,0,930,0.058
Portugal,Europe,12/1/2005,44%,54,0,328,0
Malta,Europe,12/1/2005,0%,0,0,0,0.055
Austria,Europe,12/1/2005,58%,25,0,170,0
Greece,Europe,12/1/2005,54%,38,0,264,0
Italy,Europe,12/1/2005,77%,13,0,340,0.053
Switzerland,Europe,12/1/2005,29%,18,0,63,0.031
San Marino,Europe,12/1/2005,0%,0,0,0,0.072
Isle of Man,Europe,12/1/2005,0%,0,0,0,0
Andorra,Europe,12/1/2005,0%,0,0,0,0
Estonia,Europe,12/1/2005,50%,35,0,81,0.049
North Macedonia,Europe,12/1/2005,20%,48,0,192,0.121
Finland,Europe,12/1/2005,50%,14,0,269,0
Belgium,Europe,12/1/2005,60%,34,0,156,0.067
Liechtenstein,Europe,12/1/2005,0%,0,0,0,0
Spain,Europe,12/1/2005,62%,47,0,298,0
Sweden,Europe,12/1/2005,54%,16,0,122,0.033
Moldova,Europe,12/1/2005,48%,30,0,234,0.193
Denmark,Europe,12/1/2005,33%,6,0,135,0
Cyprus,Europe,12/1/2005,0%,0,0,0,0.071
United Kingdom,Europe,12/1/2005,35%,13,0,105,0.046
Luxembourg,Europe,12/1/2005,0%,0,0,0,0
Netherlands,Europe,12/1/2005,48%,9,0,250,0.028
Norway,Europe,12/1/2005,41%,8,0,87,0.04
Montenegro,Europe,12/1/2005,0%,0,0,0,0
France,Europe,12/1/2005,65%,7,0,132,0
Albania,Europe,12/1/2005,58%,41,0,364,0.131
Iceland,Europe,12/1/2005,26%,5,0,140,0.148
Ireland,Europe,12/1/2005,25%,18,0,76,0.026
Turkey,Europe,12/1/2005,53%,6,0,254,0
Kosovo,Europe,12/1/2005,0%,0,0,0,0.14
Isle of Man,Europe,12/1/2006,0%,0,0,0,0
Monaco,Europe,12/1/2006,0%,0,0,0,0
Faeroe Islands,Europe,12/1/2006,0%,0,0,0,0
Bosnia and Herzegovina,Europe,12/1/2006,43%,63,0,368,0.08
Germany,Europe,12/1/2006,47%,24,0,196,0
Croatia,Europe,12/1/2006,21%,25,0,196,0.099
Slovenia,Europe,12/1/2006,39%,60,0,260,0.074
Malta,Europe,12/1/2006,0%,0,0,0,0.057
Austria,Europe,12/1/2006,52%,25,0,170,0
Russia,Europe,12/1/2006,51%,29,0,448,0.104
Ukraine,Europe,12/1/2006,57%,33,0,"2,085",0.152
Belarus,Europe,12/1/2006,137%,69,0,987,0.088
Lithuania,Europe,12/1/2006,48%,26,0,166,0.051
Latvia,Europe,12/1/2006,36%,16,0,320,0.073
Romania,Europe,12/1/2006,48%,11,0,193,0.14
Bulgaria,Europe,12/1/2006,42%,32,0,616,0.089
Hungary,Europe,12/1/2006,56%,38,0,340,0.081
Slovakia,Europe,12/1/2006,47%,27,0,325,0.077
Serbia,Europe,12/1/2006,36%,23,0,279,0.166
Poland,Europe,12/1/2006,43%,31,0,418,0.055
Czech Republic,Europe,12/1/2006,48%,24,0,930,0.056
Portugal,Europe,12/1/2006,44%,7,0,328,0
Greece,Europe,12/1/2006,50%,38,0,264,0
Liechtenstein,Europe,12/1/2006,0%,0,0,0,0
Italy,Europe,12/1/2006,75%,13,0,340,0.056
Switzerland,Europe,12/1/2006,28%,18,0,63,0.03
San Marino,Europe,12/1/2006,0%,0,0,0,0.067
Andorra,Europe,12/1/2006,0%,0,0,0,0
Estonia,Europe,12/1/2006,49%,35,0,81,0.05
North Macedonia,Europe,12/1/2006,20%,18,0,192,0.113
Finland,Europe,12/1/2006,48%,14,0,269,0
Netherlands,Europe,12/1/2006,45%,8,0,250,0.035
Spain,Europe,12/1/2006,62%,47,0,298,0
Moldova,Europe,12/1/2006,46%,30,0,232,0.181
Denmark,Europe,12/1/2006,32%,6,0,135,0
Cyprus,Europe,12/1/2006,0%,0,0,0,0.067
United Kingdom,Europe,12/1/2006,35%,13,0,105,0.046
Luxembourg,Europe,12/1/2006,20%,26,0,59,0
Belgium,Europe,12/1/2006,59%,27,0,156,0.075
Sweden,Europe,12/1/2006,54%,16,0,122,0
Montenegro,Europe,12/1/2006,30%,24,0,372,0.112
France,Europe,12/1/2006,65%,7,0,132,0
Norway,Europe,12/1/2006,41%,7,0,87,0.047
Albania,Europe,12/1/2006,57%,39,0,364,0.129
Ireland,Europe,12/1/2006,25%,13,0,76,0
Iceland,Europe,12/1/2006,27%,5,0,140,0.179
Kosovo,Europe,12/1/2006,0%,0,0,0,0.146
Turkey,Europe,12/1/2006,52%,6,0,254,0
Monaco,Europe,12/1/2007,0%,0,0,0,0
Bosnia and Herzegovina,Europe,12/1/2007,43%,63,0,368,0.072
Germany,Europe,12/1/2007,49%,18,0,196,0
Serbia,Europe,12/1/2007,36%,23,0,279,0.111
Croatia,Europe,12/1/2007,21%,22,0,196,0.093
Austria,Europe,12/1/2007,52%,25,0,170,0
Malta,Europe,12/1/2007,0%,0,0,0,0.062
San Marino,Europe,12/1/2007,0%,0,0,0,0.076
Andorra,Europe,12/1/2007,0%,0,0,0,0
Ukraine,Europe,12/1/2007,57%,27,0,"2,085",0.139
Lithuania,Europe,12/1/2007,46%,26,0,166,0.069
Romania,Europe,12/1/2007,46%,9,0,202,0.133
Bulgaria,Europe,12/1/2007,36%,32,0,616,0.1
Hungary,Europe,12/1/2007,55%,16,0,340,0.091
Slovakia,Europe,12/1/2007,47%,27,0,325,0.08
Poland,Europe,12/1/2007,43%,31,0,418,0
Portugal,Europe,12/1/2007,43%,6,0,328,0
Slovenia,Europe,12/1/2007,38%,60,0,260,0.059
Greece,Europe,12/1/2007,49%,38,0,264,0
Liechtenstein,Europe,12/1/2007,0%,0,0,0,0
Italy,Europe,12/1/2007,75%,13,0,340,0.063
Switzerland,Europe,12/1/2007,28%,18,0,63,0.032
Isle of Man,Europe,12/1/2007,0%,0,0,0,0
Russia,Europe,12/1/2007,51%,29,0,448,0.1
Belarus,Europe,12/1/2007,121%,48,0,987,0.086
Latvia,Europe,12/1/2007,36%,16,0,279,0.109
North Macedonia,Europe,12/1/2007,20%,15,0,192,0.102
Czech Republic,Europe,12/1/2007,48%,17,0,808,0.058
Finland,Europe,12/1/2007,48%,14,0,269,0
Luxembourg,Europe,12/1/2007,20%,26,0,59,0
Netherlands,Europe,12/1/2007,42%,8,0,180,0.046
Spain,Europe,12/1/2007,62%,47,0,298,0
Moldova,Europe,12/1/2007,43%,23,0,234,0.188
Estonia,Europe,12/1/2007,48%,7,0,81,0.065
Denmark,Europe,12/1/2007,32%,6,0,135,0
Cyprus,Europe,12/1/2007,0%,0,0,0,0.067
Belgium,Europe,12/1/2007,57%,4,0,156,0.086
Norway,Europe,12/1/2007,41%,7,0,87,0.066
Sweden,Europe,12/1/2007,54%,16,0,122,0
Montenegro,Europe,12/1/2007,30%,24,0,372,0.092
Albania,Europe,12/1/2007,46%,36,0,364,0.141
United Kingdom,Europe,12/1/2007,35%,13,0,105,0.055
France,Europe,12/1/2007,65%,7,0,132,0
Faeroe Islands,Europe,12/1/2007,0%,0,0,0,0
Iceland,Europe,12/1/2007,26%,5,0,140,0.193
Ireland,Europe,12/1/2007,25%,13,0,76,0
Kosovo,Europe,12/1/2007,0%,0,0,0,0.141
Turkey,Europe,12/1/2007,44%,6,0,223,0
Isle of Man,Europe,12/1/2008,0%,0,0,0,0
Monaco,Europe,12/1/2008,0%,0,0,0,0
Faeroe Islands,Europe,12/1/2008,0%,0,0,0,0
Bosnia and Herzegovina,Europe,12/1/2008,43%,69,0,428,0.07
Germany,Europe,12/1/2008,49%,18,0,196,0
Serbia,Europe,12/1/2008,34%,23,0,279,0.161
Austria,Europe,12/1/2008,52%,25,0,170,0
Andorra,Europe,12/1/2008,0%,0,0,0,0
Bulgaria,Europe,12/1/2008,34%,49,0,616,0.109
Hungary,Europe,12/1/2008,57%,5,0,330,0.102
Croatia,Europe,12/1/2008,21%,22,0,196,0.101
Portugal,Europe,12/1/2008,43%,5,0,328,0
Malta,Europe,12/1/2008,0%,0,0,0,0.059
Italy,Europe,12/1/2008,73%,10,0,314,0.068
Switzerland,Europe,12/1/2008,28%,18,0,63,0.033
Liechtenstein,Europe,12/1/2008,0%,0,0,0,0
Ukraine,Europe,12/1/2008,57%,27,0,848,0.175
Belarus,Europe,12/1/2008,118%,31,0,987,0.086
Lithuania,Europe,12/1/2008,46%,26,0,166,0.084
Latvia,Europe,12/1/2008,37%,16,0,279,0.119
Romania,Europe,12/1/2008,45%,9,0,202,0.15
Slovakia,Europe,12/1/2008,47%,18,0,325,0.058
Poland,Europe,12/1/2008,45%,31,0,418,0
North Macedonia,Europe,12/1/2008,17%,9,0,150,0.097
Slovenia,Europe,12/1/2008,36%,19,0,260,0.067
Finland,Europe,12/1/2008,48%,14,0,269,0
Netherlands,Europe,12/1/2008,38%,8,0,180,0.046
Greece,Europe,12/1/2008,47%,19,0,224,0
Spain,Europe,12/1/2008,60%,47,0,234,0
San Marino,Europe,12/1/2008,0%,0,0,0,0.079
Russia,Europe,12/1/2008,48%,29,0,448,0.122
Moldova,Europe,12/1/2008,42%,15,0,234,0.211
Estonia,Europe,12/1/2008,48%,7,0,81,0.085
Montenegro,Europe,12/1/2008,31%,21,0,372,0.092
Czech Republic,Europe,12/1/2008,48%,20,0,808,0.063
Denmark,Europe,12/1/2008,29%,6,0,135,0
Cyprus,Europe,12/1/2008,21%,8,0,149,0
Belgium,Europe,12/1/2008,55%,4,0,156,0.092
Luxembourg,Europe,12/1/2008,20%,26,0,59,0
Sweden,Europe,12/1/2008,54%,16,0,122,0
Albania,Europe,12/1/2008,46%,9,0,368,0.13
United Kingdom,Europe,12/1/2008,34%,13,0,105,0.046
Norway,Europe,12/1/2008,41%,7,0,87,0.073
France,Europe,12/1/2008,65%,7,0,132,0
Iceland,Europe,12/1/2008,26%,5,0,140,0.201
Ireland,Europe,12/1/2008,25%,13,0,76,0
Turkey,Europe,12/1/2008,44%,6,0,223,0
Kosovo,Europe,12/1/2008,0%,0,0,0,0.138
Isle of Man,Europe,12/1/2009,0%,0,0,0,0
Monaco,Europe,12/1/2009,0%,0,0,0,0
Faeroe Islands,Europe,12/1/2009,0%,0,0,0,0
Germany,Europe,12/1/2009,44%,18,0,196,0
Bosnia and Herzegovina,Europe,12/1/2009,26%,69,0,422,0.079
Portugal,Europe,12/1/2009,42%,5,0,328,0
Austria,Europe,12/1/2009,53%,25,0,170,0
Andorra,Europe,12/1/2009,0%,0,0,0,0
Latvia,Europe,12/1/2009,38%,16,0,279,0.162
Hungary,Europe,12/1/2009,57%,4,0,330,0.11
Serbia,Europe,12/1/2009,34%,13,0,279,0.118
Croatia,Europe,12/1/2009,21%,22,0,196,0.116
Malta,Europe,12/1/2009,0%,0,0,0,0.045
Italy,Europe,12/1/2009,68%,10,0,314,0.048
Switzerland,Europe,12/1/2009,29%,18,0,63,0.028
Ukraine,Europe,12/1/2009,57%,27,0,736,0.209
Belarus,Europe,12/1/2009,100%,10,0,900,0.117
Romania,Europe,12/1/2009,45%,9,0,202,0.173
Bulgaria,Europe,12/1/2009,30%,18,0,616,0.113
Slovakia,Europe,12/1/2009,48%,18,0,257,0
North Macedonia,Europe,12/1/2009,15%,4,0,150,0.101
Poland,Europe,12/1/2009,42%,32,0,395,0
Czech Republic,Europe,12/1/2009,46%,20,0,613,0.06
Slovenia,Europe,12/1/2009,37%,6,0,260,0.059
Denmark,Europe,12/1/2009,28%,6,0,135,0
Finland,Europe,12/1/2009,48%,14,0,243,0
Greece,Europe,12/1/2009,47%,19,0,224,0
Luxembourg,Europe,12/1/2009,20%,24,0,59,0
