Country/Region,Region,Year,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Life Expectancy Female,Life Expectancy Male
Eritrea,Africa,12/1/2008,3.40%,$9 ,0.042,63,58
Senegal,Africa,12/1/2008,4.90%,$54 ,0.051,64,61
Sierra Leone,Africa,12/1/2008,14.20%,$64 ,0.12,44,44
Tanzania,Africa,12/1/2008,5.40%,$26 ,0.047,58,56
Mozambique,Africa,12/1/2008,5.50%,$24 ,0.078,50,47
Nigeria,Africa,12/1/2008,6.50%,$88 ,0.088,51,50
Malawi,Africa,12/1/2008,8.40%,$25 ,0.059,52,52
Zambia,Africa,12/1/2008,6.60%,$78 ,0.067,52,51
Burkina Faso,Africa,12/1/2008,8.60%,$39 ,0.076,55,54
"Gambia, The",Africa,12/1/2008,4.10%,$25 ,0.054,59,56
Congo (Kinshasa),Africa,12/1/2008,7.30%,$15 ,0.097,50,47
Burundi,Africa,12/1/2008,7.90%,$15 ,0.066,53,50
Somalia,Africa,12/1/2008,0,0,0.102,55,52
Uganda,Africa,12/1/2008,8.80%,$39 ,0.057,56,55
Chad,Africa,12/1/2008,3.60%,$27 ,0.097,50,48
Angola,Africa,12/1/2008,3.80%,$177 ,0.115,51,48
Mali,Africa,12/1/2008,6.70%,$45 ,0.088,53,53
Niger,Africa,12/1/2008,7.10%,$26 ,0.072,56,56
Mauritius,Africa,12/1/2009,5.00%,$357 ,0.014,77,69
Seychelles,Africa,12/1/2009,2.70%,$250 ,0.012,78,68
Tunisia,Africa,12/1/2009,6.20%,$259 ,0.016,77,73
Morocco,Africa,12/1/2009,5.70%,$165 ,0.03,72,68
South Africa,Africa,12/1/2009,8.70%,$484 ,0.04,55,52
Libya,Africa,12/1/2009,3.50%,$349 ,0.015,77,73
Egypt,Africa,12/1/2009,5.00%,$118 ,0.021,73,68
Algeria,Africa,12/1/2009,4.60%,$174 ,0.024,72,69
Botswana,Africa,12/1/2009,6.10%,$318 ,0.041,46,47
Namibia,Africa,12/1/2009,7.90%,$326 ,0.039,64,59
Lesotho,Africa,12/1/2009,9.80%,$84 ,0.08,47,46
Djibouti,Africa,12/1/2009,8.30%,$100 ,0.064,61,58
Swaziland,Africa,12/1/2009,8.40%,$227 ,0.068,48,48
Zimbabwe,Africa,12/1/2009,0,0,0.059,51,51
Ghana,Africa,12/1/2009,5.10%,$56 ,0.056,61,59
Gabon,Africa,12/1/2009,3.70%,$291 ,0.045,63,61
Central African Republic,Africa,12/1/2009,3.60%,$17 ,0.105,49,46
Ethiopia,Africa,12/1/2009,4.50%,$15 ,0.054,62,59
Sudan,Africa,12/1/2009,7.40%,$112 ,0.056,63,60
Cote d'Ivoire,Africa,12/1/2009,6.80%,$84 ,0.079,50,48
Mauritania,Africa,12/1/2009,5.40%,$46 ,0.071,62,59
Madagascar,Africa,12/1/2009,4.50%,$19 ,0.045,64,61
Equatorial Guinea,Africa,12/1/2009,5.60%,$861 ,0.078,52,50
Kenya,Africa,12/1/2009,4.60%,$36 ,0.054,60,57
Rwanda,Africa,12/1/2009,10.00%,$50 ,0.047,63,60
Sao Tome and Principe,Africa,12/1/2009,7.50%,$94 ,0.041,68,64
South Sudan,Africa,12/1/2009,2.40%,$30 ,0.073,54,52
Togo,Africa,12/1/2009,7.20%,$37 ,0.062,56,54
Benin,Africa,12/1/2009,4.40%,$32 ,0.064,60,57
Liberia,Africa,12/1/2009,14.40%,$43 ,0.064,60,58
Comoros,Africa,12/1/2009,3.80%,$31 ,0.065,61,59
Sierra Leone,Africa,12/1/2009,16.90%,$74 ,0.117,45,44
Cameroon,Africa,12/1/2009,5.10%,$56 ,0.069,54,52
Guinea-Bissau,Africa,12/1/2009,6.80%,$36 ,0.087,55,52
Guinea,Africa,12/1/2009,6.30%,$28 ,0.074,56,54
Congo (Brazzaville),Africa,12/1/2009,2.30%,$54 ,0.045,58,55
Eritrea,Africa,12/1/2009,3.10%,$10 ,0.041,63,58
Senegal,Africa,12/1/2009,4.80%,$49 ,0.049,64,61
Mozambique,Africa,12/1/2009,6.00%,$25 ,0.074,50,48
Malawi,Africa,12/1/2009,8.30%,$29 ,0.055,53,53
Tanzania,Africa,12/1/2009,5.60%,$28 ,0.044,59,57
Nigeria,Africa,12/1/2009,6.80%,$74 ,0.085,51,51
Zambia,Africa,12/1/2009,6.40%,$64 ,0.065,54,52
Burkina Faso,Africa,12/1/2009,7.30%,$41 ,0.073,55,54
"Gambia, The",Africa,12/1/2009,4.50%,$25 ,0.053,59,57
Congo (Kinshasa),Africa,12/1/2009,9.10%,$17 ,0.095,50,47
Burundi,Africa,12/1/2009,7.00%,$14 ,0.063,54,51
Uganda,Africa,12/1/2009,9.30%,$42 ,0.054,57,56
Somalia,Africa,12/1/2009,0,0,0.1,55,52
Angola,Africa,12/1/2009,4.40%,$174 ,0.112,52,49
Chad,Africa,12/1/2009,4.50%,$28 ,0.095,50,49
Mali,Africa,12/1/2009,6.80%,$45 ,0.085,53,54
Niger,Africa,12/1/2009,7.70%,$27 ,0.069,57,56
Mauritius,Africa,12/1/2010,5.40%,$427 ,0.013,77,69
Seychelles,Africa,12/1/2010,3.70%,$394 ,0.012,78,69
Tunisia,Africa,12/1/2010,6.70%,$282 ,0.015,77,73
South Africa,Africa,12/1/2010,8.70%,$615 ,0.035,56,53
Morocco,Africa,12/1/2010,5.90%,$168 ,0.029,72,68
Libya,Africa,12/1/2010,3.30%,$389 ,0.014,77,73
Botswana,Africa,12/1/2010,5.60%,$394 ,0.04,46,47
Egypt,Africa,12/1/2010,4.80%,$126 ,0.02,73,68
Algeria,Africa,12/1/2010,4.20%,$181 ,0.024,72,69
Namibia,Africa,12/1/2010,8.20%,$416 ,0.038,65,60
Lesotho,Africa,12/1/2010,10.80%,$118 ,0.077,48,47
Djibouti,Africa,12/1/2010,8.80%,$111 ,0.062,62,59
Swaziland,Africa,12/1/2010,8.40%,$261 ,0.063,48,49
Zimbabwe,Africa,12/1/2010,0,0,0.059,54,53
Ghana,Africa,12/1/2010,5.30%,$70 ,0.055,62,60
Gabon,Africa,12/1/2010,3.50%,$322 ,0.043,63,61
Central African Republic,Africa,12/1/2010,3.90%,$18 ,0.103,50,46
Ethiopia,Africa,12/1/2010,4.70%,$14 ,0.051,63,60
Mauritania,Africa,12/1/2010,6.00%,$58 ,0.07,63,60
Sudan,Africa,12/1/2010,6.50%,$119 ,0.055,63,60
Madagascar,Africa,12/1/2010,4.50%,$19 ,0.044,65,62
Sao Tome and Principe,Africa,12/1/2010,7.10%,$86 ,0.04,68,64
Cote d'Ivoire,Africa,12/1/2010,6.90%,$83 ,0.077,50,49
Equatorial Guinea,Africa,12/1/2010,4.30%,$757 ,0.076,53,50
South Sudan,Africa,12/1/2010,2.10%,$32 ,0.071,54,52
Togo,Africa,12/1/2010,7.50%,$37 ,0.061,56,55
Kenya,Africa,12/1/2010,4.40%,$35 ,0.052,61,58
Liberia,Africa,12/1/2010,13.10%,$43 ,0.06,60,59
Comoros,Africa,12/1/2010,3.40%,$27 ,0.063,62,59
Rwanda,Africa,12/1/2010,10.80%,$56 ,0.044,64,61
Sierra Leone,Africa,12/1/2010,15.40%,$69 ,0.114,45,45
Guinea,Africa,12/1/2010,6.20%,$27 ,0.071,56,55
Benin,Africa,12/1/2010,4.30%,$30 ,0.062,60,57
Eritrea,Africa,12/1/2010,3.20%,$12 ,0.039,64,59
Guinea-Bissau,Africa,12/1/2010,7.10%,$38 ,0.085,55,52
Cameroon,Africa,12/1/2010,5.30%,$57 ,0.066,55,53
Congo (Brazzaville),Africa,12/1/2010,2.30%,$67 ,0.042,59,56
Senegal,Africa,12/1/2010,4.80%,$48 ,0.047,64,61
Mozambique,Africa,12/1/2010,5.70%,$22 ,0.072,50,48
Malawi,Africa,12/1/2010,8.50%,$30 ,0.053,54,53
Tanzania,Africa,12/1/2010,7.20%,$37 ,0.041,60,58
Nigeria,Africa,12/1/2010,5.60%,$80 ,0.082,52,51
Zambia,Africa,12/1/2010,6.10%,$75 ,0.064,56,53
Burkina Faso,Africa,12/1/2010,7.40%,$41 ,0.07,56,54
"Gambia, The",Africa,12/1/2010,4.70%,$27 ,0.052,59,57
Congo (Kinshasa),Africa,12/1/2010,7.00%,$15 ,0.092,51,47
Burundi,Africa,12/1/2010,8.80%,$19 ,0.061,54,51
Somalia,Africa,12/1/2010,0,0,0.097,56,52
Uganda,Africa,12/1/2010,9.20%,$43 ,0.051,58,56
Angola,Africa,12/1/2010,3.40%,$144 ,0.11,52,49
Chad,Africa,12/1/2010,4.00%,$29 ,0.094,51,49
Mali,Africa,12/1/2010,6.90%,$46 ,0.083,54,54
Niger,Africa,12/1/2010,6.90%,$24 ,0.066,57,57
Mauritius,Africa,12/1/2011,4.90%,$450 ,0.013,77,70
Seychelles,Africa,12/1/2011,3.60%,$413 ,0.012,78,68
Tunisia,Africa,12/1/2011,7.00%,$304 ,0.014,77,73
South Africa,Africa,12/1/2011,8.70%,$670 ,0.034,57,53
Morocco,Africa,12/1/2011,6.30%,$195 ,0.028,72,69
Libya,Africa,12/1/2011,3.90%,$211 ,0.014,77,73
Botswana,Africa,12/1/2011,5.20%,$404 ,0.039,46,47
Egypt,Africa,12/1/2011,4.90%,$137 ,0.019,73,68
Algeria,Africa,12/1/2011,4.40%,$233 ,0.023,72,69
Namibia,Africa,12/1/2011,8.60%,$486 ,0.036,66,61
Lesotho,Africa,12/1/2011,11.70%,$146 ,0.073,48,48
Djibouti,Africa,12/1/2011,8.70%,$119 ,0.061,62,59
Swaziland,Africa,12/1/2011,8.30%,$270 ,0.058,48,49
Zimbabwe,Africa,12/1/2011,0,0,0.058,56,55
Ghana,Africa,12/1/2011,5.30%,$83 ,0.054,62,60
Gabon,Africa,12/1/2011,3.40%,$401 ,0.042,64,62
Sudan,Africa,12/1/2011,6.70%,$119 ,0.054,63,60
Ethiopia,Africa,12/1/2011,4.10%,$14 ,0.048,64,61
Central African Republic,Africa,12/1/2011,3.90%,$19 ,0.1,51,47
Mauritania,Africa,12/1/2011,5.90%,$51 ,0.069,63,60
Madagascar,Africa,12/1/2011,4.10%,$19 ,0.042,65,62
Equatorial Guinea,Africa,12/1/2011,4.50%,"$1,051 ",0.073,54,51
Comoros,Africa,12/1/2011,3.60%,$31 ,0.061,62,59
Kenya,Africa,12/1/2011,4.40%,$35 ,0.05,62,59
Rwanda,Africa,12/1/2011,11.00%,$62 ,0.041,65,61
Sao Tome and Principe,Africa,12/1/2011,7.60%,$108 ,0.039,68,64
Cote d'Ivoire,Africa,12/1/2011,6.80%,$84 ,0.075,51,49
South Sudan,Africa,12/1/2011,1.70%,$32 ,0.068,55,53
Togo,Africa,12/1/2011,8.00%,$43 ,0.059,57,55
Benin,Africa,12/1/2011,4.50%,$34 ,0.06,60,58
Liberia,Africa,12/1/2011,15.60%,$59 ,0.058,61,59
Sierra Leone,Africa,12/1/2011,16.30%,$82 ,0.112,45,45
Guinea-Bissau,Africa,12/1/2011,6.30%,$35 ,0.082,55,52
Cameroon,Africa,12/1/2011,5.40%,$64 ,0.064,55,53
Guinea,Africa,12/1/2011,6.00%,$27 ,0.069,56,55
Congo (Brazzaville),Africa,12/1/2011,2.50%,$85 ,0.039,59,56
Eritrea,Africa,12/1/2011,2.70%,$12 ,0.038,64,59
Senegal,Africa,12/1/2011,5.00%,$54 ,0.046,65,62
Mozambique,Africa,12/1/2011,6.40%,$33 ,0.068,50,49
Malawi,Africa,12/1/2011,8.30%,$30 ,0.049,54,54
Tanzania,Africa,12/1/2011,7.40%,$38 ,0.039,61,59
Nigeria,Africa,12/1/2011,5.70%,$85 ,0.079,52,51
Burkina Faso,Africa,12/1/2011,6.40%,$39 ,0.068,56,55
Zambia,Africa,12/1/2011,6.20%,$87 ,0.059,57,54
"Gambia, The",Africa,12/1/2011,4.70%,$24 ,0.051,60,57
Congo (Kinshasa),Africa,12/1/2011,6.10%,$15 ,0.09,51,48
Uganda,Africa,12/1/2011,9.30%,$41 ,0.049,59,57
Burundi,Africa,12/1/2011,9.00%,$21 ,0.059,55,51
Somalia,Africa,12/1/2011,0,0,0.095,56,53
Angola,Africa,12/1/2011,3.40%,$178 ,0.107,53,50
Chad,Africa,12/1/2011,2.80%,$25 ,0.092,51,49
Mali,Africa,12/1/2011,6.80%,$51 ,0.081,54,54
Niger,Africa,12/1/2011,6.80%,$25 ,0.064,58,57
Mauritius,Africa,12/1/2012,4.80%,$444 ,0.013,77,70
Seychelles,Africa,12/1/2012,4.70%,$521 ,0.012,78,68
Tunisia,Africa,12/1/2012,7.00%,$297 ,0.014,77,73
South Africa,Africa,12/1/2012,8.80%,$645 ,0.034,58,54
Libya,Africa,12/1/2012,3.90%,$578 ,0.013,77,73
Morocco,Africa,12/1/2012,6.40%,$190 ,0.027,72,69
Botswana,Africa,12/1/2012,5.30%,$384 ,0.037,46,48
Egypt,Africa,12/1/2012,5.00%,$152 ,0.019,73,69
Algeria,Africa,12/1/2012,5.20%,$279 ,0.022,73,69
Namibia,Africa,12/1/2012,8.30%,$473 ,0.036,67,61
Lesotho,Africa,12/1/2012,11.60%,$138 ,0.074,49,49
Djibouti,Africa,12/1/2012,8.80%,$129 ,0.059,63,60
Swaziland,Africa,12/1/2012,8.50%,$259 ,0.057,48,49
Ghana,Africa,12/1/2012,5.20%,$83 ,0.053,62,60
Zimbabwe,Africa,12/1/2012,0,0,0.055,59,57
Gabon,Africa,12/1/2012,3.50%,$397 ,0.04,64,62
Central African Republic,Africa,12/1/2012,3.80%,$18 ,0.098,51,48
Mauritania,Africa,12/1/2012,6.40%,$52 ,0.068,63,60
Sudan,Africa,12/1/2012,7.20%,$115 ,0.053,64,60
Ethiopia,Africa,12/1/2012,3.80%,$18 ,0.046,65,61
Madagascar,Africa,12/1/2012,4.10%,$18 ,0.041,66,63
Sao Tome and Principe,Africa,12/1/2012,7.90%,$109 ,0.038,68,64
Equatorial Guinea,Africa,12/1/2012,4.70%,"$1,138 ",0.071,54,51
Liberia,Africa,12/1/2012,15.50%,$65 ,0.056,61,59
Comoros,Africa,12/1/2012,4.50%,$38 ,0.059,62,59
Kenya,Africa,12/1/2012,4.70%,$45 ,0.049,63,59
Rwanda,Africa,12/1/2012,10.70%,$66 ,0.039,65,62
Sierra Leone,Africa,12/1/2012,15.10%,$96 ,0.11,46,45
Cote d'Ivoire,Africa,12/1/2012,7.10%,$88 ,0.073,51,50
South Sudan,Africa,12/1/2012,2.60%,$27 ,0.066,56,54
Guinea,Africa,12/1/2012,6.30%,$32 ,0.067,57,55
Togo,Africa,12/1/2012,8.60%,$41 ,0.057,57,55
Benin,Africa,12/1/2012,4.50%,$33 ,0.058,61,58
Eritrea,Africa,12/1/2012,2.60%,$15 ,0.037,65,60
Guinea-Bissau,Africa,12/1/2012,5.90%,$30 ,0.08,56,53
Cameroon,Africa,12/1/2012,5.10%,$59 ,0.062,56,54
Congo (Brazzaville),Africa,12/1/2012,3.20%,$100 ,0.037,60,57
Senegal,Africa,12/1/2012,5.00%,$51 ,0.045,65,62
Mozambique,Africa,12/1/2012,6.40%,$37 ,0.064,51,49
Malawi,Africa,12/1/2012,9.20%,$25 ,0.046,55,55
Tanzania,Africa,12/1/2012,7.00%,$41 ,0.038,62,60
Burkina Faso,Africa,12/1/2012,6.20%,$38 ,0.066,56,55
Nigeria,Africa,12/1/2012,6.10%,$94 ,0.077,52,52
Congo (Kinshasa),Africa,12/1/2012,5.60%,$15 ,0.088,51,48
Zambia,Africa,12/1/2012,6.50%,$96 ,0.057,59,55
"Gambia, The",Africa,12/1/2012,5.00%,$26 ,0.05,60,57
Somalia,Africa,12/1/2012,0,0,0.092,56,53
Uganda,Africa,12/1/2012,8.00%,$44 ,0.045,60,58
Angola,Africa,12/1/2012,3.50%,$190 ,0.104,53,50
Burundi,Africa,12/1/2012,8.10%,$20 ,0.057,56,52
Chad,Africa,12/1/2012,2.80%,$25 ,0.09,52,50
Mali,Africa,12/1/2012,5.80%,$42 ,0.079,54,55
Niger,Africa,12/1/2012,7.20%,$25 ,0.062,58,58
Macao SAR,Asia,12/1/2005,0,0,0,81,76
Hong Kong SAR,Asia,12/1/2005,0,0,0,85,79
Japan,Asia,12/1/2005,8.20%,"$2,928 ",0.003,85,79
South Korea,Asia,12/1/2005,5.60%,$988 ,0.005,82,75
Singapore,Asia,12/1/2005,3.80%,"$1,058 ",0.002,83,78
China,Asia,12/1/2005,4.70%,$80 ,0.02,75,73
Thailand,Asia,12/1/2005,3.50%,$95 ,0.015,76,69
Georgia,Asia,12/1/2005,8.60%,$123 ,0.022,77,69
Armenia,Asia,12/1/2005,5.30%,$85 ,0.021,77,70
North Korea,Asia,12/1/2005,0,0,0.026,72,65
Azerbaijan,Asia,12/1/2005,7.90%,$122 ,0.044,72,66
Vietnam,Asia,12/1/2005,5.90%,$36 ,0.024,80,70
Kazakhstan,Asia,12/1/2005,4.10%,$154 ,0.029,72,60
Myanmar,Asia,12/1/2005,2.10%,$5 ,0.051,66,61
Sri Lanka,Asia,12/1/2005,4.00%,$49 ,0.012,77,70
Malaysia,Asia,12/1/2005,3.20%,$179 ,0.007,76,72
Mongolia,Asia,12/1/2005,6.00%,$60 ,0.037,69,62
Uzbekistan,Asia,12/1/2005,5.10%,$28 ,0.047,71,64
Brunei,Asia,12/1/2005,2.60%,$671 ,0.007,79,75
Kyrgyzstan,Asia,12/1/2005,5.80%,$28 ,0.034,72,64
Indonesia,Asia,12/1/2005,2.80%,$36 ,0.033,71,67
Maldives,Asia,12/1/2005,7.00%,$235 ,0.019,75,73
Turkmenistan,Asia,12/1/2005,3.00%,$107 ,0.058,69,60
India,Asia,12/1/2005,4.20%,$32 ,0.056,66,63
Bhutan,Asia,12/1/2005,4.30%,$55 ,0.045,64,64
Bangladesh,Asia,12/1/2005,3.20%,$13 ,0.051,68,67
Cambodia,Asia,12/1/2005,6.90%,$33 ,0.052,70,65
Philippines,Asia,12/1/2005,3.90%,$47 ,0.028,71,64
Laos,Asia,12/1/2005,4.30%,$20 ,0.07,66,63
Pakistan,Asia,12/1/2005,3.20%,$22 ,0.08,66,64
Nepal,Asia,12/1/2005,5.70%,$19 ,0.047,66,64
Tajikistan,Asia,12/1/2005,4.80%,$16 ,0.054,69,62
Timor-Leste,Asia,12/1/2005,7.30%,$33 ,0.065,65,62
Afghanistan,Asia,12/1/2005,9.20%,$21 ,0.084,58,56
Macao SAR,Asia,12/1/2006,0,0,0,81,77
South Korea,Asia,12/1/2006,6.10%,"$1,201 ",0.005,82,76
Japan,Asia,12/1/2006,8.20%,"$2,794 ",0.003,86,79
Singapore,Asia,12/1/2006,3.70%,"$1,167 ",0.002,83,78
Hong Kong SAR,Asia,12/1/2006,0,0,0,86,79
Thailand,Asia,12/1/2006,3.50%,$110 ,0.015,76,69
China,Asia,12/1/2006,4.60%,$93 ,0.019,76,73
Georgia,Asia,12/1/2006,8.40%,$146 ,0.02,77,70
Armenia,Asia,12/1/2006,4.60%,$97 ,0.02,77,70
North Korea,Asia,12/1/2006,0,0,0.026,72,65
Vietnam,Asia,12/1/2006,6.50%,$46 ,0.023,80,70
Azerbaijan,Asia,12/1/2006,6.20%,$149 ,0.042,72,67
Malaysia,Asia,12/1/2006,3.60%,$222 ,0.007,76,72
Myanmar,Asia,12/1/2006,2.00%,$5 ,0.049,66,62
Sri Lanka,Asia,12/1/2006,4.00%,$57 ,0.011,77,70
Brunei,Asia,12/1/2006,2.20%,$680 ,0.007,79,75
Kazakhstan,Asia,12/1/2006,3.90%,$210 ,0.027,72,61
Mongolia,Asia,12/1/2006,5.40%,$72 ,0.035,70,62
Uzbekistan,Asia,12/1/2006,5.50%,$35 ,0.045,71,64
Indonesia,Asia,12/1/2006,2.90%,$47 ,0.032,71,67
Maldives,Asia,12/1/2006,6.70%,$287 ,0.017,76,74
Turkmenistan,Asia,12/1/2006,2.20%,$98 ,0.057,69,61
Bhutan,Asia,12/1/2006,4.40%,$59 ,0.043,65,65
India,Asia,12/1/2006,4.00%,$33 ,0.054,66,63
Kyrgyzstan,Asia,12/1/2006,6.70%,$38 ,0.033,72,64
Bangladesh,Asia,12/1/2006,3.40%,$14 ,0.048,68,67
Cambodia,Asia,12/1/2006,5.40%,$29 ,0.048,71,65
Nepal,Asia,12/1/2006,5.60%,$20 ,0.044,66,64
Philippines,Asia,12/1/2006,4.00%,$55 ,0.027,71,64
Pakistan,Asia,12/1/2006,3.70%,$29 ,0.079,66,65
Laos,Asia,12/1/2006,4.30%,$25 ,0.068,66,64
Tajikistan,Asia,12/1/2006,4.80%,$19 ,0.052,70,63
Timor-Leste,Asia,12/1/2006,10.60%,$46 ,0.062,65,62
Afghanistan,Asia,12/1/2006,9.10%,$23 ,0.082,59,56
Macao SAR,Asia,12/1/2007,0,0,0,82,77
Japan,Asia,12/1/2007,8.20%,"$2,801 ",0.003,86,79
South Korea,Asia,12/1/2007,6.40%,"$1,379 ",0.004,83,76
Singapore,Asia,12/1/2007,3.50%,"$1,333 ",0.002,83,78
Hong Kong SAR,Asia,12/1/2007,0,0,0,85,79
Thailand,Asia,12/1/2007,3.60%,$133 ,0.014,76,70
China,Asia,12/1/2007,4.40%,$113 ,0.017,76,73
Georgia,Asia,12/1/2007,8.20%,$188 ,0.019,77,70
Armenia,Asia,12/1/2007,4.30%,$133 ,0.019,77,70
North Korea,Asia,12/1/2007,0,0,0.026,72,65
Vietnam,Asia,12/1/2007,7.10%,$58 ,0.022,80,70
Azerbaijan,Asia,12/1/2007,5.10%,$192 ,0.039,73,67
Malaysia,Asia,12/1/2007,3.50%,$256 ,0.007,76,72
Brunei,Asia,12/1/2007,2.30%,$738 ,0.008,79,76
Myanmar,Asia,12/1/2007,1.90%,$7 ,0.048,66,62
Sri Lanka,Asia,12/1/2007,3.70%,$59 ,0.011,77,70
Kazakhstan,Asia,12/1/2007,3.40%,$233 ,0.025,73,61
Indonesia,Asia,12/1/2007,3.10%,$58 ,0.031,71,67
Turkmenistan,Asia,12/1/2007,2.10%,$113 ,0.055,69,61
Mongolia,Asia,12/1/2007,5.70%,$93 ,0.033,70,62
India,Asia,12/1/2007,3.90%,$40 ,0.052,66,63
Bhutan,Asia,12/1/2007,5.00%,$88 ,0.041,66,65
Bangladesh,Asia,12/1/2007,3.50%,$16 ,0.046,69,68
Maldives,Asia,12/1/2007,6.30%,$315 ,0.015,77,74
Uzbekistan,Asia,12/1/2007,5.40%,$46 ,0.044,71,64
Kyrgyzstan,Asia,12/1/2007,6.90%,$51 ,0.032,72,64
Philippines,Asia,12/1/2007,3.90%,$65 ,0.027,71,64
Nepal,Asia,12/1/2007,5.50%,$23 ,0.042,67,65
Cambodia,Asia,12/1/2007,4.50%,$28 ,0.045,72,66
Pakistan,Asia,12/1/2007,3.50%,$31 ,0.078,66,65
Laos,Asia,12/1/2007,4.20%,$29 ,0.065,67,64
Tajikistan,Asia,12/1/2007,5.30%,$28 ,0.05,70,63
Timor-Leste,Asia,12/1/2007,8.00%,$41 ,0.059,66,63
Afghanistan,Asia,12/1/2007,10.00%,$30 ,0.08,59,57
Macao SAR,Asia,12/1/2008,0,0,0,82,77
South Korea,Asia,12/1/2008,6.60%,"$1,253 ",0.004,83,77
Japan,Asia,12/1/2008,8.60%,"$3,259 ",0.003,86,79
Singapore,Asia,12/1/2008,4.00%,"$1,577 ",0.002,83,78
Hong Kong SAR,Asia,12/1/2008,0,0,0,86,79
Thailand,Asia,12/1/2008,3.90%,$162 ,0.013,77,70
China,Asia,12/1/2008,4.60%,$155 ,0.016,76,73
Georgia,Asia,12/1/2008,9.00%,$261 ,0.017,77,70
Armenia,Asia,12/1/2008,3.80%,$149 ,0.018,77,71
North Korea,Asia,12/1/2008,0,0,0.026,72,65
Azerbaijan,Asia,12/1/2008,4.40%,$241 ,0.037,73,67
Vietnam,Asia,12/1/2008,6.00%,$63 ,0.022,80,70
Myanmar,Asia,12/1/2008,2.00%,$10 ,0.046,66,62
Malaysia,Asia,12/1/2008,3.40%,$288 ,0.007,77,72
Brunei,Asia,12/1/2008,2.20%,$821 ,0.008,80,76
Sri Lanka,Asia,12/1/2008,3.40%,$68 ,0.01,77,71
Bhutan,Asia,12/1/2008,5.20%,$95 ,0.038,66,66
Indonesia,Asia,12/1/2008,2.80%,$61 ,0.03,72,68
Turkmenistan,Asia,12/1/2008,1.90%,$81 ,0.054,69,61
Mongolia,Asia,12/1/2008,6.40%,$136 ,0.032,70,62
India,Asia,12/1/2008,3.90%,$43 ,0.05,67,63
Bangladesh,Asia,12/1/2008,3.50%,$19 ,0.043,69,68
Maldives,Asia,12/1/2008,7.90%,$475 ,0.014,77,75
Kazakhstan,Asia,12/1/2008,3.90%,$332 ,0.023,72,62
Uzbekistan,Asia,12/1/2008,5.20%,$53 ,0.043,71,64
Kyrgyzstan,Asia,12/1/2008,6.10%,$60 ,0.03,73,65
Nepal,Asia,12/1/2008,6.10%,$27 ,0.04,67,65
Philippines,Asia,12/1/2008,3.80%,$74 ,0.026,71,65
Cambodia,Asia,12/1/2008,5.50%,$41 ,0.042,72,67
Pakistan,Asia,12/1/2008,3.30%,$29 ,0.076,67,65
Laos,Asia,12/1/2008,4.10%,$36 ,0.063,67,65
Tajikistan,Asia,12/1/2008,5.60%,$40 ,0.048,70,63
Timor-Leste,Asia,12/1/2008,8.60%,$55 ,0.056,66,63
Afghanistan,Asia,12/1/2008,9.70%,$35 ,0.079,60,57
Macao SAR,Asia,12/1/2009,0,0,0,82,77
South Korea,Asia,12/1/2009,7.10%,"$1,204 ",0.004,84,77
Japan,Asia,12/1/2009,9.50%,"$3,746 ",0.002,86,80
Singapore,Asia,12/1/2009,4.50%,"$1,704 ",0.002,84,79
Thailand,Asia,12/1/2009,4.10%,$164 ,0.013,77,70
China,Asia,12/1/2009,5.10%,$189 ,0.015,76,73
Hong Kong SAR,Asia,12/1/2009,0,0,0,86,80
North Korea,Asia,12/1/2009,0,0,0.025,72,65
Georgia,Asia,12/1/2009,10.20%,$249 ,0.016,77,70
Armenia,Asia,12/1/2009,4.50%,$132 ,0.017,78,71
Azerbaijan,Asia,12/1/2009,5.90%,$288 ,0.035,73,67
Vietnam,Asia,12/1/2009,6.50%,$72 ,0.021,80,71
Brunei,Asia,12/1/2009,2.80%,$766 ,0.008,80,76
Myanmar,Asia,12/1/2009,2.10%,$13 ,0.045,66,62
Malaysia,Asia,12/1/2009,3.90%,$285 ,0.007,77,72
Sri Lanka,Asia,12/1/2009,3.30%,$68 ,0.01,77,71
Indonesia,Asia,12/1/2009,2.80%,$64 ,0.029,72,68
Bhutan,Asia,12/1/2009,4.60%,$82 ,0.036,67,66
Bangladesh,Asia,12/1/2009,3.70%,$22 ,0.041,70,68
Turkmenistan,Asia,12/1/2009,2.10%,$86 ,0.052,69,61
India,Asia,12/1/2009,3.90%,$44 ,0.048,67,64
Kazakhstan,Asia,12/1/2009,4.50%,$328 ,0.021,74,64
Maldives,Asia,12/1/2009,7.60%,$475 ,0.012,77,75
Mongolia,Asia,12/1/2009,6.40%,$111 ,0.03,71,63
Uzbekistan,Asia,12/1/2009,5.40%,$64 ,0.041,71,65
Nepal,Asia,12/1/2009,6.00%,$29 ,0.038,68,66
Philippines,Asia,12/1/2009,4.30%,$78 ,0.026,72,65
Kyrgyzstan,Asia,12/1/2009,6.80%,$61 ,0.029,73,65
Cambodia,Asia,12/1/2009,6.30%,$46 ,0.039,73,68
Pakistan,Asia,12/1/2009,3.00%,$28 ,0.075,67,65
Laos,Asia,12/1/2009,3.60%,$34 ,0.061,68,65
Tajikistan,Asia,12/1/2009,5.90%,$40 ,0.046,70,64
Timor-Leste,Asia,12/1/2009,6.80%,$50 ,0.054,67,64
Afghanistan,Asia,12/1/2009,8.70%,$35 ,0.077,60,58
